GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNI,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AURUE001,NAME_M,AURUM001
G48038730,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,San Antonio Independent School District,38730,,,9700000US4838730,,,4838730,"San Antonio Independent School District, Texas",46710,"San Antonio Independent School District, Texas",1609
G48038760,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,San Augustine Independent School District,38760,,,9700000US4838760,,,4838760,"San Augustine Independent School District, Texas",41638,"San Augustine Independent School District, Texas",10922
G48038790,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,San Benito Consolidated Independent School District,38790,,,9700000US4838790,,,4838790,"San Benito Consolidated Independent School District, Texas",45640,"San Benito Consolidated Independent School District, Texas",2560
G48038820,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,San Diego Independent School District,38820,,,9700000US4838820,,,4838820,"San Diego Independent School District, Texas",46771,"San Diego Independent School District, Texas",13870
G48038850,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,San Elizario Independent School District,38850,,,9700000US4838850,,,4838850,"San Elizario Independent School District, Texas",47537,"San Elizario Independent School District, Texas",7821
G48038900,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,San Felipe-Del Rio Consolidated Independent School District,38900,,,9700000US4838900,,,4838900,"San Felipe-Del Rio Consolidated Independent School District, Texas",66104,"San Felipe-Del Rio Consolidated Independent School District, Texas",5302
G48038910,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,San Isidro Independent School District,38910,,,9700000US4838910,,,4838910,"San Isidro Independent School District, Texas",36964,"San Isidro Independent School District, Texas",26550
G48038970,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,San Marcos Consolidated Independent School District,38970,,,9700000US4838970,,,4838970,"San Marcos Consolidated Independent School District, Texas",51780,"San Marcos Consolidated Independent School District, Texas",2288
G48039000,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,San Perlita Independent School District,39000,,,9700000US4839000,,,4839000,"San Perlita Independent School District, Texas",73047,"San Perlita Independent School District, Texas",42531
G48039030,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,San Saba Independent School District,39030,,,9700000US4839030,,,4839030,"San Saba Independent School District, Texas",52938,"San Saba Independent School District, Texas",8317
G48039060,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,San Vicente Independent School District,39060,,,9700000US4839060,,,4839060,"San Vicente Independent School District, Texas",49575,"San Vicente Independent School District, Texas",3130
G48039120,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sands Consolidated Independent School District,39120,,,9700000US4839120,,,4839120,"Sands Consolidated Independent School District, Texas",72188,"Sands Consolidated Independent School District, Texas",17279
G48039150,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sanford-Fritch Independent School District,39150,,,9700000US4839150,,,4839150,"Sanford-Fritch Independent School District, Texas",79808,"Sanford-Fritch Independent School District, Texas",15282
G48039180,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sanger Independent School District,39180,,,9700000US4839180,,,4839180,"Sanger Independent School District, Texas",99490,"Sanger Independent School District, Texas",12636
G48039210,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Santa Anna Independent School District,39210,,,9700000US4839210,,,4839210,"Santa Anna Independent School District, Texas",48796,"Santa Anna Independent School District, Texas",8091
G48039270,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Santa Fe Independent School District,39270,,,9700000US4839270,,,4839270,"Santa Fe Independent School District, Texas",96117,"Santa Fe Independent School District, Texas",13564
G48039300,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Santa Gertrudis Independent School District,39300,,,9700000US4839300,,,4839300,"Santa Gertrudis Independent School District, Texas",53333,"Santa Gertrudis Independent School District, Texas",33960
G48039330,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Santa Maria Independent School District,39330,,,9700000US4839330,,,4839330,"Santa Maria Independent School District, Texas",34773,"Santa Maria Independent School District, Texas",9608
G48039360,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Santa Rosa Independent School District,39360,,,9700000US4839360,,,4839360,"Santa Rosa Independent School District, Texas",48306,"Santa Rosa Independent School District, Texas",10391
G48039390,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Santo Independent School District,39390,,,9700000US4839390,,,4839390,"Santo Independent School District, Texas",99825,"Santo Independent School District, Texas",7205
G48039450,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Savoy Independent School District,39450,,,9700000US4839450,,,4839450,"Savoy Independent School District, Texas",73980,"Savoy Independent School District, Texas",5099
G48039480,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Schertz-Cibolo-Universal City Independent School District,39480,,,9700000US4839480,,,4839480,"Schertz-Cibolo-Universal City Independent School District, Texas",105726,"Schertz-Cibolo-Universal City Independent School District, Texas",3973
G48039510,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Schleicher Independent School District,39510,,,9700000US4839510,,,4839510,"Schleicher Independent School District, Texas",86694,"Schleicher Independent School District, Texas",15077
G48039540,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Schulenburg Independent School District,39540,,,9700000US4839540,,,4839540,"Schulenburg Independent School District, Texas",68669,"Schulenburg Independent School District, Texas",11689
G48039570,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Scurry-Rosser Independent School District,39570,,,9700000US4839570,,,4839570,"Scurry-Rosser Independent School District, Texas",100465,"Scurry-Rosser Independent School District, Texas",17816
G48039600,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Seagraves Independent School District,39600,,,9700000US4839600,,,4839600,"Seagraves Independent School District, Texas",51354,"Seagraves Independent School District, Texas",13328
G48039630,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sealy Independent School District,39630,,,9700000US4839630,,,4839630,"Sealy Independent School District, Texas",70417,"Sealy Independent School District, Texas",7909
G48039690,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Seguin Independent School District,39690,,,9700000US4839690,,,4839690,"Seguin Independent School District, Texas",66354,"Seguin Independent School District, Texas",3820
G48039750,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Seminole Independent School District,39750,,,9700000US4839750,,,4839750,"Seminole Independent School District, Texas",78443,"Seminole Independent School District, Texas",9157
G48039780,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Seymour Independent School District,39780,,,9700000US4839780,,,4839780,"Seymour Independent School District, Texas",45926,"Seymour Independent School District, Texas",9489
G48039870,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Shallowater Independent School District,39870,,,9700000US4839870,,,4839870,"Shallowater Independent School District, Texas",87250,"Shallowater Independent School District, Texas",19402
G48039900,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Shamrock Independent School District,39900,,,9700000US4839900,,,4839900,"Shamrock Independent School District, Texas",47132,"Shamrock Independent School District, Texas",14369
G48039930,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sharyland Independent School District,39930,,,9700000US4839930,,,4839930,"Sharyland Independent School District, Texas",72238,"Sharyland Independent School District, Texas",6831
G48039960,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Shelbyville Independent School District,39960,,,9700000US4839960,,,4839960,"Shelbyville Independent School District, Texas",66135,"Shelbyville Independent School District, Texas",23320
G48039990,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sheldon Independent School District,39990,,,9700000US4839990,,,4839990,"Sheldon Independent School District, Texas",61538,"Sheldon Independent School District, Texas",5730
G48040020,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Shepherd Independent School District,40020,,,9700000US4840020,,,4840020,"Shepherd Independent School District, Texas",82604,"Shepherd Independent School District, Texas",17570
G48040080,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sherman Independent School District,40080,,,9700000US4840080,,,4840080,"Sherman Independent School District, Texas",59463,"Sherman Independent School District, Texas",6751
G48040110,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Shiner Independent School District,40110,,,9700000US4840110,,,4840110,"Shiner Independent School District, Texas",90438,"Shiner Independent School District, Texas",17750
G48040170,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sidney Independent School District,40170,,,9700000US4840170,,,4840170,"Sidney Independent School District, Texas",70417,"Sidney Independent School District, Texas",44274
G48040200,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sierra Blanca Independent School District,40200,,,9700000US4840200,,,4840200,"Sierra Blanca Independent School District, Texas",55250,"Sierra Blanca Independent School District, Texas",4399
G48040230,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Silsbee Independent School District,40230,,,9700000US4840230,,,4840230,"Silsbee Independent School District, Texas",62311,"Silsbee Independent School District, Texas",7240
G48040290,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Silverton Independent School District,40290,,,9700000US4840290,,,4840290,"Silverton Independent School District, Texas",43448,"Silverton Independent School District, Texas",11479
G48040320,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Simms Independent School District,40320,,,9700000US4840320,,,4840320,"Simms Independent School District, Texas",69659,"Simms Independent School District, Texas",16193
G48040350,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sinton Independent School District,40350,,,9700000US4840350,,,4840350,"Sinton Independent School District, Texas",52984,"Sinton Independent School District, Texas",10901
G48040380,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sivells Bend Independent School District,40380,,,9700000US4840380,,,4840380,"Sivells Bend Independent School District, Texas",81528,"Sivells Bend Independent School District, Texas",12800
G48040410,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Skidmore-Tynan Independent School District,40410,,,9700000US4840410,,,4840410,"Skidmore-Tynan Independent School District, Texas",49549,"Skidmore-Tynan Independent School District, Texas",22423
G48040440,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Slaton Independent School District,40440,,,9700000US4840440,,,4840440,"Slaton Independent School District, Texas",58667,"Slaton Independent School District, Texas",6723
G48040470,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Slidell Independent School District,40470,,,9700000US4840470,,,4840470,"Slidell Independent School District, Texas",81932,"Slidell Independent School District, Texas",13203
G48040500,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Slocum Independent School District,40500,,,9700000US4840500,,,4840500,"Slocum Independent School District, Texas",63321,"Slocum Independent School District, Texas",6500
G48040550,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Smithville Independent School District,40550,,,9700000US4840550,,,4840550,"Smithville Independent School District, Texas",72758,"Smithville Independent School District, Texas",8078
G48040590,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Smyer Independent School District,40590,,,9700000US4840590,,,4840590,"Smyer Independent School District, Texas",55000,"Smyer Independent School District, Texas",18776
G48040620,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Snook Independent School District,40620,,,9700000US4840620,,,4840620,"Snook Independent School District, Texas",73819,"Snook Independent School District, Texas",16649
G48040650,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Snyder Independent School District,40650,,,9700000US4840650,,,4840650,"Snyder Independent School District, Texas",59145,"Snyder Independent School District, Texas",6507
G48040680,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,South San Antonio Independent School District,40680,,,9700000US4840680,,,4840680,"South San Antonio Independent School District, Texas",52309,"South San Antonio Independent School District, Texas",3979
G48040710,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Socorro Independent School District,40710,,,9700000US4840710,,,4840710,"Socorro Independent School District, Texas",74004,"Socorro Independent School District, Texas",3095
G48040740,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Somerset Independent School District,40740,,,9700000US4840740,,,4840740,"Somerset Independent School District, Texas",72176,"Somerset Independent School District, Texas",8968
G48040770,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Somerville Independent School District,40770,,,9700000US4840770,,,4840770,"Somerville Independent School District, Texas",72619,"Somerville Independent School District, Texas",18370
G48040800,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sonora Independent School District,40800,,,9700000US4840800,,,4840800,"Sonora Independent School District, Texas",78906,"Sonora Independent School District, Texas",19411
G48040890,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Southland Independent School District,40890,,,9700000US4840890,,,4840890,"Southland Independent School District, Texas",56250,"Southland Independent School District, Texas",7554
G48040920,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Southside Independent School District,40920,,,9700000US4840920,,,4840920,"Southside Independent School District, Texas",63269,"Southside Independent School District, Texas",6564
G48040950,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Southwest Independent School District,40950,,,9700000US4840950,,,4840950,"Southwest Independent School District, Texas",69907,"Southwest Independent School District, Texas",4627
G48041010,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Spearman Independent School District,41010,,,9700000US4841010,,,4841010,"Spearman Independent School District, Texas",68902,"Spearman Independent School District, Texas",12505
G48041070,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Splendora Independent School District,41070,,,9700000US4841070,,,4841070,"Splendora Independent School District, Texas",79428,"Splendora Independent School District, Texas",6941
G48041100,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Spring Branch Independent School District,41100,,,9700000US4841100,,,4841100,"Spring Branch Independent School District, Texas",87141,"Spring Branch Independent School District, Texas",3816
G48041130,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Spring Creek Independent School District,41130,,,9700000US4841130,,,4841130,"Spring Creek Independent School District, Texas",46719,"Spring Creek Independent School District, Texas",31133
G48041190,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Spring Hill Independent School District,41190,,,9700000US4841190,,,4841190,"Spring Hill Independent School District, Texas",90098,"Spring Hill Independent School District, Texas",11861
G48041220,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Spring Independent School District,41220,,,9700000US4841220,,,4841220,"Spring Independent School District, Texas",70683,"Spring Independent School District, Texas",3618
G48041250,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Springlake-Earth Independent School District,41250,,,9700000US4841250,,,4841250,"Springlake-Earth Independent School District, Texas",48897,"Springlake-Earth Independent School District, Texas",10014
G48041280,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Springtown Independent School District,41280,,,9700000US4841280,,,4841280,"Springtown Independent School District, Texas",96729,"Springtown Independent School District, Texas",10413
G48041340,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Spurger Independent School District,41340,,,9700000US4841340,,,4841340,"Spurger Independent School District, Texas",76250,"Spurger Independent School District, Texas",45062
G48041350,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Stafford Municipal School District,41350,,,9700000US4841350,,,4841350,"Stafford Municipal School District, Texas",84545,"Stafford Municipal School District, Texas",11868
G48041400,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Stamford Independent School District,41400,,,9700000US4841400,,,4841400,"Stamford Independent School District, Texas",47688,"Stamford Independent School District, Texas",4024
G48041430,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Stanton Independent School District,41430,,,9700000US4841430,,,4841430,"Stanton Independent School District, Texas",94577,"Stanton Independent School District, Texas",20954
G48041520,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Stephenville Independent School District,41520,,,9700000US4841520,,,4841520,"Stephenville Independent School District, Texas",59152,"Stephenville Independent School District, Texas",4076
G48041550,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sterling City Independent School District,41550,,,9700000US4841550,,,4841550,"Sterling City Independent School District, Texas",64954,"Sterling City Independent School District, Texas",18855
G48041580,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Plemons-Stinnett-Phillips Consolidated Independent School District,41580,,,9700000US4841580,,,4841580,"Plemons-Stinnett-Phillips Consolidated Independent School District, Texas",48356,"Plemons-Stinnett-Phillips Consolidated Independent School District, Texas",8504
G48041610,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Stockdale Independent School District,41610,,,9700000US4841610,,,4841610,"Stockdale Independent School District, Texas",67569,"Stockdale Independent School District, Texas",22381
G48041670,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Stratford Independent School District,41670,,,9700000US4841670,,,4841670,"Stratford Independent School District, Texas",70609,"Stratford Independent School District, Texas",25127
G48041700,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Strawn Independent School District,41700,,,9700000US4841700,,,4841700,"Strawn Independent School District, Texas",52188,"Strawn Independent School District, Texas",15577
G48041760,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sudan Independent School District,41760,,,9700000US4841760,,,4841760,"Sudan Independent School District, Texas",64250,"Sudan Independent School District, Texas",16382
G48041790,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sulphur Bluff Independent School District,41790,,,9700000US4841790,,,4841790,"Sulphur Bluff Independent School District, Texas",71458,"Sulphur Bluff Independent School District, Texas",30215
G48041820,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sulphur Springs Independent School District,41820,,,9700000US4841820,,,4841820,"Sulphur Springs Independent School District, Texas",71546,"Sulphur Springs Independent School District, Texas",6979
G48041850,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sundown Independent School District,41850,,,9700000US4841850,,,4841850,"Sundown Independent School District, Texas",62500,"Sundown Independent School District, Texas",44092
G48041880,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sunnyvale Independent School District,41880,,,9700000US4841880,,,4841880,"Sunnyvale Independent School District, Texas",170348,"Sunnyvale Independent School District, Texas",12486
G48041910,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sunray Collegiate Independent School District,41910,,,9700000US4841910,,,4841910,"Sunray Collegiate Independent School District, Texas",67262,"Sunray Collegiate Independent School District, Texas",20547
G48041970,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sweeny Independent School District,41970,,,9700000US4841970,,,4841970,"Sweeny Independent School District, Texas",74896,"Sweeny Independent School District, Texas",18561
G48042000,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sweet Home Independent School District,42000,,,9700000US4842000,,,4842000,"Sweet Home Independent School District, Texas",83365,"Sweet Home Independent School District, Texas",12611
G48042030,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Sweetwater Independent School District,42030,,,9700000US4842030,,,4842030,"Sweetwater Independent School District, Texas",49167,"Sweetwater Independent School District, Texas",3771
G48042060,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Taft Independent School District,42060,,,9700000US4842060,,,4842060,"Taft Independent School District, Texas",72331,"Taft Independent School District, Texas",9548
G48042090,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Tahoka Independent School District,42090,,,9700000US4842090,,,4842090,"Tahoka Independent School District, Texas",61776,"Tahoka Independent School District, Texas",21040
G48042120,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Rivercrest Independent School District,42120,,,9700000US4842120,,,4842120,"Rivercrest Independent School District, Texas",51667,"Rivercrest Independent School District, Texas",5613
G48042210,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Tarkington Independent School District,42210,,,9700000US4842210,,,4842210,"Tarkington Independent School District, Texas",99144,"Tarkington Independent School District, Texas",8518
G48042240,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Tatum Independent School District,42240,,,9700000US4842240,,,4842240,"Tatum Independent School District, Texas",82321,"Tatum Independent School District, Texas",16718
G48042280,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Taylor Independent School District,42280,,,9700000US4842280,,,4842280,"Taylor Independent School District, Texas",75805,"Taylor Independent School District, Texas",6069
G48042300,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Teague Independent School District,42300,,,9700000US4842300,,,4842300,"Teague Independent School District, Texas",59173,"Teague Independent School District, Texas",7300
G48042330,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Temple Independent School District,42330,,,9700000US4842330,,,4842330,"Temple Independent School District, Texas",58815,"Temple Independent School District, Texas",5225
G48042360,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Tenaha Independent School District,42360,,,9700000US4842360,,,4842360,"Tenaha Independent School District, Texas",43375,"Tenaha Independent School District, Texas",11816
G48042390,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Terlingua Common School District,42390,,,9700000US4842390,,,4842390,"Terlingua Common School District, Texas",34135,"Terlingua Common School District, Texas",16426
G48042420,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Terrell County Independent School District,42420,,,9700000US4842420,,,4842420,"Terrell County Independent School District, Texas",44886,"Terrell County Independent School District, Texas",18616
G48042450,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Terrell Independent School District,42450,,,9700000US4842450,,,4842450,"Terrell Independent School District, Texas",70843,"Terrell Independent School District, Texas",5279
G48042480,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Texarkana Independent School District,42480,,,9700000US4842480,,,4842480,"Texarkana Independent School District, Texas",49240,"Texarkana Independent School District, Texas",6030
G48042510,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Texas City Independent School District,42510,,,9700000US4842510,,,4842510,"Texas City Independent School District, Texas",62352,"Texas City Independent School District, Texas",7643
G48042540,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Texhoma Independent School District,42540,,,9700000US4842540,,,4842540,"Texhoma Independent School District, Texas",70703,"Texhoma Independent School District, Texas",28538
G48042570,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Texline Independent School District,42570,,,9700000US4842570,,,4842570,"Texline Independent School District, Texas",77961,"Texline Independent School District, Texas",18028
G48042630,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Thorndale Independent School District,42630,,,9700000US4842630,,,4842630,"Thorndale Independent School District, Texas",67750,"Thorndale Independent School District, Texas",27604
G48042660,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Thrall Independent School District,42660,,,9700000US4842660,,,4842660,"Thrall Independent School District, Texas",110457,"Thrall Independent School District, Texas",32068
G48042690,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Three Rivers Independent School District,42690,,,9700000US4842690,,,4842690,"Three Rivers Independent School District, Texas",60500,"Three Rivers Independent School District, Texas",22089
G48042720,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Three Way Independent School District,42720,,,9700000US4842720,,,4842720,"Three Way Independent School District, Texas",70833,"Three Way Independent School District, Texas",29068
G48042780,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Throckmorton Collegiate Independent School District,42780,,,9700000US4842780,,,4842780,"Throckmorton Collegiate Independent School District, Texas",58036,"Throckmorton Collegiate Independent School District, Texas",11600
G48042810,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Tidehaven Independent School District,42810,,,9700000US4842810,,,4842810,"Tidehaven Independent School District, Texas",60908,"Tidehaven Independent School District, Texas",14492
G48042840,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Timpson Independent School District,42840,,,9700000US4842840,,,4842840,"Timpson Independent School District, Texas",41863,"Timpson Independent School District, Texas",4449
G48042870,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Tioga Independent School District,42870,,,9700000US4842870,,,4842870,"Tioga Independent School District, Texas",83000,"Tioga Independent School District, Texas",31115
G48042900,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Tolar Independent School District,42900,,,9700000US4842900,,,4842900,"Tolar Independent School District, Texas",78403,"Tolar Independent School District, Texas",10484
G48042930,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Tom Bean Independent School District,42930,,,9700000US4842930,,,4842930,"Tom Bean Independent School District, Texas",88299,"Tom Bean Independent School District, Texas",41818
G48042960,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Tomball Independent School District,42960,,,9700000US4842960,,,4842960,"Tomball Independent School District, Texas",128054,"Tomball Independent School District, Texas",12381
G48042990,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Tornillo Independent School District,42990,,,9700000US4842990,,,4842990,"Tornillo Independent School District, Texas",42234,"Tornillo Independent School District, Texas",9137
G48043110,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Trent Independent School District,43110,,,9700000US4843110,,,4843110,"Trent Independent School District, Texas",89375,"Trent Independent School District, Texas",27688
G48043140,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Trenton Independent School District,43140,,,9700000US4843140,,,4843140,"Trenton Independent School District, Texas",94063,"Trenton Independent School District, Texas",14027
G48043170,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Trinidad Independent School District,43170,,,9700000US4843170,,,4843170,"Trinidad Independent School District, Texas",48750,"Trinidad Independent School District, Texas",30043
G48043200,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Trinity Independent School District,43200,,,9700000US4843200,,,4843200,"Trinity Independent School District, Texas",50603,"Trinity Independent School District, Texas",8755
